age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level
39.0,6.0,13.6,5.04,6.0,13.0,2.0,6.0,12.02,1.24,91.33,2.0
37.0,19.0,5.0,8.74,6.0,8.0,6.0,8.0,6.9,1.11,35.38,1.0
25.0,8.0,8.82,8.73,2.0,15.0,6.0,6.0,10.54,1.34,44.66,1.0
43.0,8.0,4.5,8.09,4.0,1.0,20.0,8.0,8.45,0.33,28.56,0.0
29.0,7.0,9.0,8.68,1.0,13.0,5.0,3.0,12.02,0.17,21.4,0.0
39.0,13.0,6.52,7.33,7.0,3.0,19.0,6.0,9.06,1.64,21.08,0.0
34.0,0.0,13.11,5.17,2.0,2.0,7.0,9.0,14.31,1.15,51.53,1.0
24.0,11.0,7.98,7.8,3.0,2.0,3.0,9.0,11.86,0.25,38.67,1.0
39.0,1.0,10.34,5.63,4.0,10.0,14.0,6.0,13.49,0.83,67.9,1.0
22.0,12.0,8.99,6.2,4.0,4.0,14.0,9.0,16.49,0.6,62.46,1.0
24.0,3.0,13.84,5.37,7.0,15.0,5.0,9.0,12.02,1.75,100.0,2.0
44.0,19.0,9.04,6.12,6.0,18.0,15.0,1.0,13.66,1.01,71.0,2.0
27.0,17.0,8.56,7.4,3.0,8.0,4.0,1.0,10.12,1.16,41.06,1.0
27.0,18.0,4.76,4.55,6.0,10.0,11.0,7.0,6.44,0.47,70.31,2.0
27.0,15.0,4.13,4.53,6.0,11.0,13.0,1.0,6.5,1.6,28.87,0.0
31.0,13.0,10.09,7.42,0.0,7.0,25.0,0.0,13.06,1.86,27.7,0.0
43.0,7.0,4.65,7.9,3.0,13.0,5.0,0.0,9.35,1.58,5.52,0.0
42.0,11.0,7.8,6.76,0.0,16.0,2.0,0.0,12.43,1.02,39.68,1.0
27.0,8.0,4.04,4.91,1.0,19.0,28.0,5.0,8.53,1.67,48.34,1.0
30.0,5.0,10.15,6.15,0.0,14.0,18.0,4.0,12.04,0.38,79.5,2.0
33.0,17.0,8.25,7.79,6.0,14.0,9.0,6.0,12.17,0.23,72.3,2.0
27.0,1.0,5.27,7.43,7.0,11.0,6.0,2.0,7.8,0.88,39.79,1.0
43.0,7.0,6.96,4.55,1.0,9.0,12.0,4.0,11.68,0.36,41.78,1.0
29.0,13.0,9.7,8.85,1.0,11.0,0.0,1.0,11.56,0.52,4.84,0.0
26.0,5.0,10.57,5.12,5.0,18.0,0.0,8.0,12.14,1.17,96.76,2.0
36.0,9.0,8.62,5.1,5.0,11.0,16.0,8.0,12.99,0.81,69.88,1.0
23.0,7.0,12.04,6.3,3.0,10.0,21.0,3.0,15.91,1.73,50.23,1.0
32.0,16.0,5.12,5.64,6.0,5.0,3.0,1.0,9.41,0.45,33.2,0.0
24.0,16.0,4.44,4.38,6.0,10.0,5.0,7.0,8.98,0.72,44.01,1.0
41.0,12.0,9.36,5.53,0.0,2.0,29.0,3.0,13.07,1.03,32.91,0.0
23.0,18.0,11.06,5.91,2.0,15.0,13.0,4.0,14.67,0.26,75.28,2.0
37.0,11.0,5.31,6.47,5.0,5.0,14.0,3.0,8.64,1.16,35.23,1.0
25.0,10.0,10.39,4.08,4.0,8.0,0.0,1.0,14.45,1.92,57.4,1.0
43.0,4.0,8.77,4.41,4.0,9.0,14.0,5.0,11.43,1.5,64.84,1.0
42.0,5.0,11.17,6.77,5.0,4.0,3.0,7.0,14.33,0.89,67.45,1.0
41.0,10.0,10.57,6.46,2.0,0.0,1.0,0.0,14.56,0.85,29.96,0.0
21.0,16.0,9.7,7.43,7.0,2.0,0.0,4.0,11.31,0.2,70.94,2.0
42.0,13.0,13.97,6.46,6.0,2.0,12.0,8.0,15.87,1.77,68.23,1.0
30.0,5.0,13.8,5.99,1.0,11.0,15.0,0.0,17.59,0.76,61.59,1.0
32.0,10.0,9.38,8.35,5.0,3.0,7.0,9.0,11.46,0.99,44.16,1.0
24.0,11.0,8.55,6.3,0.0,15.0,21.0,6.0,10.23,0.58,58.18,1.0
25.0,12.0,8.62,5.5,6.0,10.0,3.0,6.0,13.18,0.3,83.42,2.0
29.0,3.0,8.28,7.15,1.0,7.0,1.0,4.0,9.92,1.8,23.51,0.0
27.0,6.0,9.31,7.46,5.0,8.0,27.0,3.0,11.69,0.07,55.26,1.0
33.0,1.0,6.74,5.99,3.0,13.0,12.0,8.0,9.45,0.8,71.72,2.0
43.0,5.0,13.27,4.14,2.0,14.0,4.0,4.0,16.17,1.46,98.48,2.0
22.0,5.0,8.9,4.47,4.0,18.0,24.0,0.0,11.35,0.62,82.06,2.0
31.0,17.0,12.42,8.23,0.0,8.0,22.0,8.0,17.07,0.89,69.44,1.0
35.0,19.0,8.75,4.28,4.0,16.0,19.0,4.0,12.38,1.13,76.71,2.0
32.0,7.0,11.18,6.96,6.0,8.0,20.0,8.0,13.62,1.99,64.43,1.0
36.0,7.0,7.37,4.92,1.0,2.0,23.0,7.0,9.8,1.52,16.88,0.0
20.0,7.0,10.25,5.14,1.0,15.0,26.0,9.0,13.26,1.93,74.08,2.0
42.0,7.0,8.98,5.37,3.0,12.0,12.0,6.0,10.11,1.39,66.06,1.0
29.0,0.0,7.67,4.19,7.0,16.0,4.0,5.0,12.38,0.54,90.03,2.0
44.0,1.0,12.82,4.89,1.0,3.0,15.0,8.0,14.71,0.57,88.7,2.0
42.0,11.0,5.13,7.25,1.0,8.0,27.0,3.0,8.92,1.64,15.52,0.0
29.0,14.0,8.87,6.49,6.0,8.0,5.0,5.0,12.98,0.86,65.33,1.0
40.0,3.0,5.94,7.99,7.0,17.0,15.0,0.0,10.25,0.74,43.71,1.0
43.0,2.0,12.61,4.31,4.0,13.0,28.0,6.0,14.27,1.89,90.44,2.0
21.0,13.0,6.53,6.46,4.0,19.0,25.0,5.0,9.68,0.03,56.75,1.0
28.0,7.0,10.33,8.98,0.0,2.0,21.0,6.0,11.66,1.05,27.72,0.0
41.0,12.0,5.66,4.08,0.0,3.0,23.0,0.0,9.88,1.55,4.41,0.0
32.0,18.0,8.05,8.84,1.0,0.0,12.0,6.0,11.0,1.47,12.04,0.0
44.0,4.0,12.99,5.18,5.0,17.0,10.0,6.0,14.62,0.74,95.79,2.0
35.0,12.0,5.66,7.46,2.0,3.0,20.0,7.0,9.53,1.07,32.61,0.0
37.0,19.0,10.63,5.46,0.0,9.0,0.0,1.0,12.95,0.01,64.95,1.0
38.0,0.0,6.05,6.61,1.0,3.0,3.0,0.0,7.51,1.07,0.0,0.0
31.0,15.0,8.16,6.55,5.0,16.0,2.0,0.0,11.0,1.18,41.77,1.0
27.0,1.0,9.41,5.81,5.0,7.0,17.0,7.0,11.35,1.75,58.2,1.0
36.0,6.0,9.77,7.59,4.0,18.0,22.0,5.0,14.57,0.42,53.795,1.0
34.0,5.0,10.03,7.0,5.0,8.0,15.0,8.0,12.48,1.65,53.73,1.0
29.0,4.0,10.4,6.54,3.0,15.0,12.0,1.0,13.69,1.44,53.795,1.0
34.0,1.0,8.01,8.7,4.0,19.0,6.0,7.0,10.58,0.79,70.61,2.0
42.0,9.0,4.37,8.78,3.0,15.0,23.0,5.0,6.8,0.73,30.95,0.0
26.0,4.0,11.69,8.41,6.0,11.0,14.0,1.0,13.34,1.41,49.52,1.0
32.0,17.0,12.37,5.28,6.0,17.0,25.0,9.0,17.12,1.98,100.0,2.0
36.0,9.0,5.99,5.75,4.0,6.0,14.0,1.0,10.19,0.81,29.78,0.0
28.0,14.0,6.01,5.16,0.0,15.0,4.0,6.0,7.89,1.84,53.795,1.0
27.0,8.0,4.42,8.93,4.0,18.0,16.0,8.0,6.75,1.17,42.89,1.0
39.0,10.0,13.7,4.76,3.0,5.0,21.0,7.0,18.36,1.74,91.09,2.0
40.0,16.0,12.07,5.83,1.0,5.0,21.0,1.0,15.22,0.43,36.77,1.0
32.0,8.0,7.61,5.0,7.0,5.0,10.0,2.0,10.84,1.52,34.86,0.0
32.0,15.0,8.82,5.12,1.0,14.0,23.0,7.0,12.41,1.67,56.4,1.0
35.0,5.0,6.92,5.24,1.0,1.0,12.0,3.0,10.97,1.66,18.36,0.0
28.0,10.0,9.97,7.2,6.0,8.0,9.0,5.0,14.73,1.57,49.53,1.0
31.0,16.0,11.17,4.38,3.0,7.0,14.0,1.0,15.38,0.61,59.22,1.0
31.0,10.0,8.99,6.86,3.0,6.0,1.0,0.0,13.21,1.04,32.95,0.0
25.0,14.0,12.74,8.1,0.0,15.0,10.0,5.0,17.02,0.6,85.95,2.0
38.0,0.0,9.17,7.83,3.0,14.0,14.0,7.0,10.36,0.69,68.23,1.0
26.0,19.0,8.99,4.76,5.0,8.0,10.0,4.0,6.91,0.6,45.15,1.0
44.0,0.0,10.22,8.57,1.0,19.0,28.0,0.0,14.76,0.57,58.27,1.0
22.0,8.0,8.62,7.85,3.0,14.0,21.0,9.0,9.73,1.39,42.9,1.0
35.0,11.0,13.36,4.03,2.0,1.0,0.0,1.0,17.54,1.3,53.75,1.0
32.0,3.0,7.92,7.69,6.0,19.0,24.0,2.0,12.32,0.41,51.72,1.0
35.0,12.0,8.03,7.69,4.0,13.0,7.0,1.0,10.69,1.38,33.0,0.0
42.0,6.0,10.51,6.48,0.0,10.0,25.0,8.0,12.93,0.58,66.53,1.0
26.0,7.0,9.27,4.23,1.0,2.0,16.0,9.0,11.05,0.4,69.95,1.0
23.0,12.0,7.74,6.9,7.0,1.0,7.0,1.0,8.94,1.49,4.98,0.0
44.0,10.0,13.9,7.83,5.0,17.0,12.0,2.0,17.88,0.73,86.92,2.0
27.0,8.0,7.02,5.35,5.0,13.0,22.0,8.0,12.02,1.14,69.04,1.0
32.0,15.0,6.78,7.34,7.0,4.0,4.0,2.0,11.56,0.4,34.85,0.0
32.0,9.0,12.64,5.77,1.0,11.0,28.0,7.0,14.83,1.23,100.0,2.0
36.0,10.0,4.03,6.87,5.0,13.0,5.0,7.0,8.21,0.42,63.13,1.0
36.0,11.0,8.99,5.92,2.0,5.0,19.0,2.0,7.25,0.33,27.63,0.0
24.0,13.0,9.9,5.52,0.0,7.0,24.0,9.0,13.05,0.77,70.18,2.0
25.0,18.0,5.62,6.46,6.0,6.0,24.0,9.0,8.02,1.58,37.71,1.0
38.0,11.0,13.86,7.77,4.0,6.0,28.0,2.0,14.98,0.35,70.06,2.0
32.0,17.0,8.64,5.73,0.0,11.0,25.0,7.0,12.26,0.23,62.49,1.0
44.0,16.0,9.97,6.17,0.0,6.0,13.0,2.0,14.74,0.06,47.14,1.0
33.0,2.0,5.6,7.46,6.0,11.0,16.0,3.0,6.64,0.83,30.37,0.0
41.0,0.0,6.89,8.06,7.0,15.0,15.0,5.0,8.97,0.56,57.72,1.0
23.0,18.0,10.15,7.42,1.0,6.0,27.0,6.0,13.96,0.58,63.79,1.0
26.0,3.0,9.5,6.7,7.0,7.0,8.0,0.0,13.99,1.02,53.795,1.0
27.0,15.0,11.84,8.77,3.0,9.0,18.0,7.0,13.6,0.39,50.34,1.0
44.0,11.0,6.69,7.87,4.0,12.0,27.0,2.0,7.97,0.92,6.36,0.0
32.0,12.0,10.54,4.58,0.0,18.0,1.0,6.0,11.57,1.97,82.37,2.0
25.0,16.0,6.91,6.79,2.0,0.0,14.0,9.0,8.77,0.06,37.22,1.0
25.0,7.0,9.87,6.05,6.0,17.0,19.0,2.0,11.16,1.39,59.47,1.0
43.0,12.0,10.05,7.97,4.0,6.0,8.0,8.0,12.49,0.74,52.0,1.0
40.0,19.0,5.22,4.22,3.0,16.0,3.0,9.0,7.98,1.81,64.55,1.0
22.0,4.0,9.49,6.05,3.0,14.0,4.0,4.0,12.41,1.82,60.21,1.0
22.0,17.0,4.12,5.59,1.0,18.0,5.0,2.0,5.69,0.77,45.84,1.0
32.0,14.0,9.01,4.71,0.0,3.0,19.0,5.0,11.87,0.44,33.9,0.0
41.0,11.0,10.98,6.46,6.0,16.0,14.0,3.0,12.02,0.86,77.59,2.0
21.0,16.0,4.73,7.36,5.0,6.0,12.0,4.0,6.69,1.93,15.03,0.0
35.0,14.0,13.39,5.81,7.0,15.0,17.0,4.0,15.87,0.56,99.35,2.0
41.0,1.0,8.59,6.9,1.0,16.0,2.0,7.0,10.06,1.96,65.97,1.0
25.0,5.0,13.38,6.96,5.0,19.0,19.0,9.0,17.64,1.02,100.0,2.0
27.0,16.0,5.07,6.94,3.0,14.0,4.0,5.0,6.87,0.53,49.23,1.0
42.0,15.0,13.5,6.65,3.0,8.0,12.0,4.0,17.52,1.58,77.77,2.0
44.0,19.0,8.61,5.09,2.0,6.0,25.0,4.0,11.53,1.1,46.72,1.0
25.0,8.0,13.38,8.0,3.0,18.0,2.0,6.0,16.96,0.71,84.09,2.0
33.0,4.0,6.33,6.51,2.0,10.0,10.0,2.0,7.51,0.85,35.4,1.0
22.0,0.0,4.35,7.53,2.0,7.0,0.0,6.0,5.67,0.95,38.46,1.0
29.0,5.0,11.93,6.85,2.0,16.0,26.0,0.0,14.24,1.01,74.07,2.0
22.0,13.0,9.96,4.19,3.0,3.0,26.0,5.0,12.63,1.31,66.27,1.0
31.0,16.0,9.14,7.98,0.0,3.0,14.0,0.0,11.86,1.39,0.0,0.0
36.0,18.0,4.34,4.32,0.0,17.0,23.0,6.0,8.05,1.95,27.02,0.0
24.0,0.0,10.53,8.72,6.0,16.0,23.0,5.0,11.53,1.53,64.27,1.0
39.0,0.0,5.72,5.08,4.0,2.0,28.0,9.0,10.56,1.38,45.13,1.0
44.0,12.0,13.31,6.56,2.0,8.0,3.0,0.0,15.01,0.78,52.66,1.0
28.0,13.0,10.86,4.32,0.0,5.0,14.0,5.0,12.85,0.24,67.82,1.0
40.0,5.0,11.07,8.47,4.0,1.0,6.0,5.0,15.69,0.12,28.07,0.0
39.0,5.0,6.33,8.9,1.0,11.0,14.0,6.0,7.35,0.96,27.18,0.0
26.0,0.0,12.81,4.73,2.0,14.0,3.0,0.0,17.78,1.34,61.54,1.0
41.0,13.0,9.38,5.48,0.0,8.0,29.0,7.0,10.52,1.3,46.91,1.0
23.0,2.0,12.57,4.08,0.0,1.0,2.0,7.0,14.05,1.91,52.62,1.0
32.0,9.0,6.71,7.93,5.0,11.0,22.0,8.0,8.67,0.76,43.07,1.0
32.0,18.0,11.55,5.56,0.0,15.0,13.0,5.0,14.3,1.26,38.25,1.0
29.0,18.0,9.75,6.94,5.0,6.0,5.0,5.0,12.82,1.78,63.21,1.0
37.0,18.0,4.48,4.2,4.0,0.0,0.0,9.0,5.9,0.81,35.38,1.0
36.0,3.0,8.05,7.58,5.0,6.0,8.0,4.0,9.34,0.96,32.26,0.0
39.0,19.0,5.84,6.65,1.0,2.0,11.0,5.0,6.97,1.85,12.92,0.0
39.0,18.0,7.59,7.62,7.0,19.0,17.0,4.0,9.62,1.1,69.3,1.0
32.0,9.0,7.83,7.95,6.0,4.0,28.0,0.0,12.52,1.6,20.48,0.0
36.0,1.0,8.75,4.45,7.0,2.0,2.0,1.0,11.31,1.87,30.25,0.0
41.0,3.0,10.0,6.89,2.0,14.0,20.0,2.0,14.06,1.14,64.67,1.0
23.0,5.0,9.71,7.25,4.0,5.0,14.0,6.0,11.47,0.22,40.5,1.0
20.0,6.0,4.39,6.58,6.0,14.0,2.0,9.0,5.65,1.64,52.1,1.0
20.0,15.0,11.51,4.91,3.0,2.0,23.0,8.0,14.73,1.64,80.95,2.0
34.0,6.0,13.49,7.98,2.0,0.0,13.0,1.0,17.78,0.23,61.98,1.0
32.0,17.0,7.49,8.99,3.0,1.0,3.0,9.0,12.08,1.1,42.47,1.0
36.0,19.0,5.8,8.85,6.0,3.0,12.0,0.0,8.98,0.97,0.06,0.0
43.0,18.0,9.4,7.89,4.0,13.0,12.0,0.0,11.58,1.69,36.74,1.0
27.0,8.0,11.05,6.09,0.0,13.0,25.0,3.0,12.49,1.02,55.35,1.0
37.0,19.0,10.79,5.69,2.0,9.0,1.0,8.0,14.46,0.85,70.56,2.0
32.0,9.0,10.12,4.34,2.0,10.0,20.0,3.0,12.24,1.02,65.53,1.0
42.0,10.0,5.46,6.08,0.0,3.0,1.0,2.0,9.84,1.03,0.0,0.0
33.0,17.0,12.37,4.78,6.0,14.0,9.0,9.0,15.79,1.91,89.84,2.0
27.0,15.0,8.26,5.27,1.0,19.0,10.0,7.0,12.7,1.92,72.71,2.0
27.0,16.0,6.21,8.46,4.0,3.0,27.0,8.0,9.48,0.16,33.45,0.0
34.0,12.0,4.86,8.84,0.0,19.0,23.0,4.0,8.95,1.02,31.46,0.0
32.0,11.0,8.17,8.74,7.0,19.0,14.0,1.0,10.35,0.02,46.82,1.0
26.0,9.0,10.18,4.97,7.0,15.0,2.0,3.0,13.19,0.84,73.86,2.0
24.0,0.0,10.65,8.5,5.0,1.0,13.0,9.0,11.73,1.02,46.81,1.0
36.0,7.0,13.63,4.71,2.0,12.0,17.0,7.0,17.06,0.94,80.3,2.0
44.0,17.0,5.53,6.54,1.0,7.0,18.0,1.0,8.66,0.13,11.49,0.0
35.0,1.0,13.86,7.22,2.0,12.0,18.0,8.0,17.88,0.39,88.53,2.0
42.0,15.0,10.55,6.31,3.0,19.0,0.0,4.0,14.47,1.02,86.48,2.0
21.0,11.0,8.54,8.76,2.0,7.0,18.0,6.0,12.05,1.02,47.71,1.0
41.0,8.0,12.88,5.67,4.0,3.0,2.0,4.0,14.11,1.36,56.45,1.0
37.0,2.0,10.94,6.64,4.0,4.0,19.0,2.0,15.55,1.02,43.49,1.0
36.0,3.0,7.49,4.38,0.0,5.0,28.0,1.0,8.56,0.26,29.17,0.0
26.0,1.0,12.84,8.26,2.0,18.0,7.0,2.0,17.05,1.6,67.18,1.0
32.0,7.0,10.67,6.07,7.0,9.0,24.0,1.0,13.59,1.72,52.8,1.0
32.0,9.0,10.99,7.5,5.0,2.0,16.0,1.0,15.26,0.55,27.49,0.0
33.0,15.0,12.96,7.41,3.0,12.0,0.0,1.0,15.82,0.84,68.71,1.0
37.0,10.0,8.48,7.38,7.0,8.0,5.0,1.0,12.07,0.16,41.94,1.0
32.0,17.0,10.57,6.53,3.0,16.0,16.0,7.0,13.02,0.46,83.76,2.0
30.0,13.0,11.45,5.39,0.0,9.0,27.0,4.0,15.42,1.53,58.83,1.0
40.0,7.0,8.54,7.13,3.0,9.0,20.0,8.0,10.56,0.73,56.47,1.0
40.0,14.0,4.83,8.81,6.0,12.0,14.0,4.0,8.71,1.21,38.51,1.0
35.0,16.0,11.71,8.17,0.0,9.0,27.0,0.0,13.48,1.89,29.91,0.0
42.0,17.0,4.48,4.54,4.0,18.0,0.0,7.0,8.37,1.45,63.68,1.0
36.0,5.0,11.18,4.12,0.0,18.0,12.0,2.0,13.35,0.91,77.82,2.0
27.0,13.0,13.11,6.49,7.0,16.0,23.0,9.0,15.22,0.73,100.0,2.0
38.0,2.0,7.47,7.88,1.0,4.0,11.0,9.0,11.72,0.38,51.68,1.0
39.0,10.0,5.02,5.57,3.0,7.0,4.0,1.0,12.02,1.51,11.06,0.0
34.0,14.0,6.33,7.51,3.0,4.0,21.0,5.0,10.1,0.22,29.4,0.0
28.0,15.0,9.62,8.66,5.0,9.0,19.0,3.0,14.32,0.12,59.44,1.0
39.0,15.0,13.43,6.29,7.0,3.0,12.0,3.0,15.05,0.21,67.02,1.0
29.0,7.0,9.12,5.22,2.0,12.0,7.0,8.0,11.2,0.49,79.15,2.0
31.0,6.0,5.13,8.59,1.0,16.0,11.0,9.0,7.31,1.25,34.39,0.0
40.0,5.0,10.28,6.36,6.0,4.0,24.0,7.0,12.5,1.72,72.34,2.0
42.0,1.0,11.33,6.04,2.0,0.0,8.0,2.0,13.64,1.99,46.99,1.0
39.0,12.0,7.93,5.77,0.0,14.0,16.0,8.0,11.72,1.46,54.95,1.0
20.0,11.0,8.99,6.12,4.0,9.0,13.0,0.0,13.3,0.29,55.19,1.0
44.0,14.0,7.25,7.37,5.0,10.0,14.0,6.0,9.39,0.56,34.05,0.0
39.0,8.0,11.89,6.17,3.0,17.0,3.0,6.0,15.17,0.26,84.93,2.0
28.0,1.0,7.41,5.62,6.0,12.0,28.0,1.0,9.18,0.23,75.52,2.0
41.0,16.0,6.56,6.46,7.0,19.0,28.0,6.0,9.02,1.14,72.22,2.0
34.0,4.0,12.79,5.01,6.0,15.0,25.0,6.0,14.02,1.81,100.0,2.0
20.0,10.0,9.48,5.01,4.0,18.0,26.0,8.0,14.29,1.37,83.56,2.0
31.0,18.0,6.85,7.48,0.0,9.0,23.0,5.0,9.12,1.6,32.31,0.0
22.0,6.0,13.35,8.33,0.0,13.0,6.0,9.0,17.75,1.02,80.73,2.0
30.0,1.0,10.91,5.21,1.0,1.0,16.0,9.0,14.03,0.95,45.95,1.0
21.0,15.0,6.21,4.96,2.0,9.0,16.0,8.0,8.12,1.87,49.05,1.0
35.0,11.0,10.15,7.35,3.0,3.0,0.0,2.0,11.92,1.44,39.65,1.0
28.0,14.0,12.7,7.1,6.0,0.0,1.0,7.0,16.48,0.92,81.16,2.0
34.0,0.0,10.96,6.24,7.0,16.0,25.0,3.0,15.82,0.67,83.89,2.0
31.0,12.0,6.45,4.48,7.0,10.0,17.0,0.0,8.18,0.19,46.03,1.0
20.0,5.0,10.49,4.46,3.0,6.0,8.0,6.0,11.95,1.64,61.08,1.0
32.0,12.0,10.19,7.89,6.0,16.0,4.0,2.0,12.74,0.34,71.38,2.0
33.0,17.0,12.21,6.26,4.0,16.0,0.0,3.0,14.79,1.03,87.55,2.0
44.0,2.0,5.78,8.29,1.0,8.0,6.0,2.0,10.01,1.27,24.06,0.0
44.0,0.0,11.0,6.46,5.0,9.0,25.0,5.0,13.88,1.49,41.83,1.0
27.0,14.0,4.27,7.09,0.0,5.0,1.0,9.0,5.52,0.17,39.79,1.0
27.0,12.0,10.96,8.67,1.0,16.0,2.0,0.0,15.64,0.02,42.02,1.0
31.0,4.0,13.6,4.82,3.0,15.0,3.0,9.0,16.09,1.41,94.84,2.0
20.0,12.0,5.74,6.72,5.0,6.0,2.0,6.0,9.41,0.91,35.17,1.0
30.0,4.0,7.11,4.29,2.0,18.0,18.0,9.0,10.78,0.36,88.6,2.0
27.0,18.0,9.83,5.79,4.0,3.0,24.0,7.0,11.06,1.96,38.05,1.0
29.0,17.0,11.32,4.74,0.0,9.0,11.0,5.0,12.33,1.58,67.79,1.0
38.0,9.0,7.44,4.94,0.0,16.0,14.0,8.0,8.79,1.16,70.5,2.0
30.0,7.0,8.99,8.67,0.0,8.0,3.0,1.0,15.47,1.4,35.35,1.0
26.0,14.0,12.99,7.05,2.0,10.0,23.0,9.0,17.17,0.31,90.79,2.0
30.0,19.0,11.27,8.46,7.0,0.0,0.0,9.0,12.8,1.92,63.32,1.0
36.0,3.0,11.11,6.22,3.0,6.0,15.0,8.0,14.57,1.99,74.16,2.0
20.0,1.0,7.82,6.99,3.0,4.0,28.0,4.0,11.27,1.3,31.71,0.0
40.0,5.0,13.11,4.16,1.0,4.0,5.0,5.0,14.11,1.34,66.52,1.0
40.0,2.0,6.77,6.35,7.0,0.0,16.0,1.0,9.49,1.41,10.46,0.0
27.0,6.0,6.05,6.82,5.0,5.0,4.0,4.0,9.9,1.33,22.54,0.0
42.0,9.0,7.64,4.08,6.0,12.0,22.0,5.0,9.39,0.88,54.85,1.0
43.0,5.0,10.5,7.95,1.0,14.0,12.0,4.0,14.9,1.08,71.19,2.0
25.0,15.0,12.62,5.48,3.0,3.0,11.0,3.0,16.26,0.57,58.65,1.0
41.0,1.0,5.32,6.26,0.0,9.0,0.0,7.0,6.35,0.89,57.55,1.0
37.0,16.0,12.14,6.68,4.0,12.0,24.0,1.0,16.56,0.87,87.4,2.0
25.0,12.0,12.13,8.96,3.0,10.0,11.0,0.0,13.21,0.58,70.17,2.0
24.0,0.0,9.87,4.5,7.0,3.0,26.0,1.0,14.42,1.57,57.59,1.0
32.0,5.0,11.61,6.78,7.0,9.0,24.0,3.0,13.94,0.82,58.06,1.0
38.0,4.0,5.82,6.65,2.0,18.0,21.0,0.0,9.61,1.1,45.01,1.0
41.0,12.0,5.7,4.34,4.0,6.0,29.0,8.0,9.85,0.31,53.54,1.0
27.0,17.0,12.63,7.17,0.0,13.0,1.0,0.0,14.76,0.95,46.32,1.0
28.0,11.0,8.98,5.43,4.0,15.0,17.0,4.0,11.41,1.52,56.46,1.0
36.0,6.0,6.46,4.52,3.0,8.0,8.0,7.0,9.5,0.89,61.29,1.0
22.0,14.0,10.89,4.89,1.0,1.0,15.0,8.0,14.22,1.12,64.65,1.0
38.0,2.0,12.92,8.12,3.0,15.0,28.0,8.0,15.09,1.4,97.32,2.0
30.0,15.0,10.32,4.52,4.0,4.0,29.0,7.0,15.29,0.78,64.26,1.0
43.0,0.0,7.47,6.33,2.0,11.0,14.0,5.0,11.42,0.71,45.07,1.0
36.0,15.0,8.83,4.98,5.0,19.0,19.0,5.0,10.93,0.17,75.49,2.0
40.0,11.0,11.52,4.81,5.0,14.0,14.0,8.0,15.08,1.16,77.99,2.0
38.0,18.0,4.68,5.03,3.0,2.0,21.0,1.0,7.42,1.41,0.76,0.0
21.0,7.0,6.17,6.46,6.0,8.0,28.0,2.0,10.61,1.16,26.69,0.0
27.0,11.0,8.63,5.19,1.0,6.0,9.0,5.0,12.02,0.57,37.17,1.0
38.0,14.0,10.04,4.48,4.0,3.0,1.0,7.0,11.79,0.52,59.55,1.0
26.0,1.0,7.39,8.01,3.0,8.0,3.0,6.0,8.57,0.32,62.27,1.0
36.0,16.0,6.98,6.46,7.0,14.0,17.0,7.0,11.92,0.09,63.77,1.0
25.0,6.0,4.41,4.78,4.0,6.0,18.0,4.0,6.85,0.85,12.19,0.0
38.0,12.0,8.99,6.36,4.0,10.0,17.0,8.0,6.21,0.32,48.13,1.0
43.0,0.0,6.79,4.34,0.0,18.0,13.0,5.0,9.76,1.38,67.1,1.0
32.0,5.0,9.31,6.9,5.0,10.0,7.0,9.0,11.48,1.92,57.49,1.0
21.0,12.0,9.56,5.7,6.0,0.0,4.0,1.0,11.49,0.15,46.83,1.0
25.0,10.0,8.94,6.46,5.0,12.0,4.0,5.0,12.41,1.79,84.72,2.0
42.0,9.0,8.1,6.46,2.0,12.0,7.0,3.0,9.4,1.32,48.89,1.0
24.0,15.0,6.52,5.73,7.0,1.0,10.0,4.0,9.56,1.72,36.51,1.0
38.0,19.0,8.01,8.03,6.0,16.0,23.0,4.0,10.56,0.31,71.62,2.0
39.0,16.0,5.39,4.87,0.0,18.0,28.0,0.0,8.52,1.81,38.53,1.0
23.0,16.0,5.15,4.55,5.0,14.0,22.0,9.0,7.43,1.92,72.03,2.0
41.0,3.0,7.0,6.58,4.0,18.0,20.0,4.0,10.28,1.81,60.95,1.0
36.0,4.0,13.95,6.79,7.0,9.0,6.0,9.0,15.28,1.57,84.27,2.0
30.0,13.0,7.26,4.45,1.0,9.0,12.0,8.0,9.76,0.18,39.2,1.0
23.0,19.0,8.99,5.42,1.0,8.0,16.0,7.0,15.31,0.44,83.79,2.0
32.0,9.0,7.92,5.31,0.0,18.0,18.0,7.0,10.67,1.83,63.9,1.0
39.0,13.0,8.39,4.93,1.0,10.0,2.0,2.0,10.98,0.46,31.66,0.0
36.0,0.0,11.97,5.58,4.0,5.0,1.0,8.0,15.49,0.7,73.88,2.0
28.0,10.0,4.94,4.19,6.0,1.0,5.0,8.0,8.46,0.1,44.09,1.0
23.0,17.0,5.82,7.26,3.0,9.0,18.0,9.0,8.47,1.26,47.75,1.0
42.0,15.0,13.74,8.94,4.0,14.0,14.0,6.0,15.47,1.13,92.44,2.0
33.0,17.0,9.06,7.17,7.0,4.0,3.0,5.0,12.39,1.92,35.95,1.0
38.0,7.0,4.44,5.81,5.0,17.0,18.0,8.0,9.31,1.78,37.42,1.0
